[RTREE] This is node 63 at depth: 10, the bounding box is (-95.9953,31.3496), (-50.273,51.5309), leaf: 0, edge: 1
[RTREE] This is node 1362 at depth: 8, the bounding box is (-97.7212,-84.4868), (71.8692,77.6344), leaf: 0, edge: 0
[RTREE] This is node 716 at depth: 10, the bounding box is (6.18976,-54.8896), (48.8246,66.5936), leaf: 0, edge: 1
[RTREE] This is node 1361 at depth: 9, the bounding box is (6.18976,-54.8896), (48.8246,66.5936), leaf: 1, edge: 0
[RTREE] This is node 649 at depth: 10, the bounding box is (-71.2169,-37.5028), (-6.48013,75.0787), leaf: 0, edge: 1
[RTREE] This is node 717 at depth: 9, the bounding box is (-71.2169,-37.5028), (-6.48013,75.0787), leaf: 1, edge: 0
[RTREE] This is node 1315 at depth: 10, the bounding box is (-13.7206,-82.623), (13.7467,45.3025), leaf: 0, edge: 1
[RTREE] This is node 687 at depth: 10, the bounding box is (-0.258371,-41.6063), (6.71725,50.117), leaf: 0, edge: 1
[RTREE] This is node 1301 at depth: 10, the bounding box is (-83.4058,-86.2987), (17.2467,53.0133), leaf: 0, edge: 1
[RTREE] This is node 1307 at depth: 10, the bounding box is (-88.3381,-2.1314), (-78.4662,27.8201), leaf: 0, edge: 1
[RTREE] This is node 1802 at depth: 10, the bounding box is (-25.3051,-84.8612), (-21.5414,15.1818), leaf: 0, edge: 1
[RTREE] This is node 666 at depth: 9, the bounding box is (-88.3381,-86.2987), (17.2467,53.0133), leaf: 1, edge: 0
[RTREE] This is node 672 at depth: 10, the bounding box is (-59.3229,-43.478), (43.475,8.13511), leaf: 0, edge: 1
[RTREE] This is node 737 at depth: 10, the bounding box is (-42.1383,-68.8718), (41.3874,75.3924), leaf: 0, edge: 1
[RTREE] This is node 1314 at depth: 10, the bounding box is (-6.56446,18.9988), (38.862,50.5188), leaf: 0, edge: 1
[RTREE] This is node 909 at depth: 9, the bounding box is (-59.3229,-68.8718), (43.475,75.3924), leaf: 1, edge: 0
[RTREE] This is node 867 at depth: 8, the bounding box is (-88.3381,-86.2987), (48.8246,75.3924), leaf: 0, edge: 0
[RTREE] This is node 908 at depth: 10, the bounding box is (13.3739,-94.6529), (62.4175,65.7526), leaf: 0, edge: 1
[RTREE] This is node 1308 at depth: 10, the bounding box is (16.3583,-86.0907), (41.3338,63.4599), leaf: 0, edge: 1
[RTREE] This is node 1302 at depth: 9, the bounding box is (13.3739,-94.6529), (62.4175,65.7526), leaf: 1, edge: 0
[RTREE] This is node 1317 at depth: 8, the bounding box is (13.3739,-94.6529), (62.4175,65.7526), leaf: 0, edge: 0
[RTREE] This is node 801 at depth: 7, the bounding box is (-97.7212,-95.6053), (71.8692,77.6344), leaf: 0, edge: 0
[RTREE] This is node 681 at depth: 10, the bounding box is (-27.7172,-41.5234), (79.8591,8.85101), leaf: 0, edge: 1
[RTREE] This is node 866 at depth: 9, the bounding box is (-27.7172,-41.5234), (79.8591,8.85101), leaf: 1, edge: 0
[RTREE] This is node 1320 at depth: 8, the bounding box is (-27.7172,-41.5234), (79.8591,8.85101), leaf: 0, edge: 0
[RTREE] This is node 680 at depth: 10, the bounding box is (-68.9531,-84.2392), (65.376,-28.276), leaf: 0, edge: 1
[RTREE] This is node 360 at depth: 10, the bounding box is (-86.7604,-97.8898), (81.7834,33.1557), leaf: 0, edge: 1
[RTREE] This is node 1426 at depth: 10, the bounding box is (-65.3604,-66.771), (74.5627,35.0784), leaf: 0, edge: 1
[RTREE] This is node 1334 at depth: 9, the bounding box is (-86.7604,-97.8898), (81.7834,35.0784), leaf: 1, edge: 0
[RTREE] This is node 1318 at depth: 10, the bounding box is (-56.4743,-44.8125), (-32.6878,32.7032), leaf: 0, edge: 1
[RTREE] This is node 798 at depth: 10, the bounding box is (-86.5703,-94.6181), (24.7427,23.8157), leaf: 0, edge: 1
[RTREE] This is node 758 at depth: 10, the bounding box is (-85.646,-88.0682), (68.7625,33.3991), leaf: 0, edge: 1
[RTREE] This is node 1333 at depth: 10, the bounding box is (23.1187,-40.2933), (35.9026,-35.131), leaf: 0, edge: 1
[RTREE] This is node 640 at depth: 9, the bounding box is (-86.5703,-94.6181), (68.7625,33.3991), leaf: 1, edge: 0
[RTREE] This is node 611 at depth: 10, the bounding box is (-23.6485,-93.132), (22.0543,-33.1835), leaf: 0, edge: 1
[RTREE] This is node 759 at depth: 9, the bounding box is (-23.6485,-93.132), (22.0543,-33.1835), leaf: 1, edge: 0
[RTREE] This is node 675 at depth: 10, the bounding box is (-45.9638,-96.5003), (25.8135,-43.685), leaf: 0, edge: 1
[RTREE] This is node 799 at depth: 9, the bounding box is (-45.9638,-96.5003), (25.8135,-43.685), leaf: 1, edge: 0
[RTREE] This is node 1305 at depth: 10, the bounding box is (-81.0434,-50.0648), (31.0976,-1.77683), leaf: 0, edge: 1
[RTREE] This is node 1319 at depth: 9, the bounding box is (-81.0434,-50.0648), (31.0976,-1.77683), leaf: 1, edge: 0
[RTREE] This is node 202 at depth: 8, the bounding box is (-86.7604,-97.8898), (81.7834,35.0784), leaf: 0, edge: 0
[RTREE] This is node 1488 at depth: 7, the bounding box is (-86.7604,-97.8898), (81.7834,35.0784), leaf: 0, edge: 0
[RTREE] This is node 1364 at depth: 6, the bounding box is (-97.7212,-97.8898), (81.7834,77.6344), leaf: 0, edge: 0
[RTREE] This is node 268 at depth: 10, the bounding box is (-84.7264,-84.7614), (48.6009,-74.763), leaf: 0, edge: 1
[RTREE] This is node 288 at depth: 10, the bounding box is (-14.0027,-71.3904), (36.8015,-66.9454), leaf: 0, edge: 1
[RTREE] This is node 289 at depth: 9, the bounding box is (-84.7264,-84.7614), (48.6009,-66.9454), leaf: 1, edge: 0
[RTREE] This is node 315 at depth: 8, the bounding box is (-84.7264,-84.7614), (48.6009,-66.9454), leaf: 0, edge: 0
[RTREE] This is node 419 at depth: 7, the bounding box is (-84.7264,-84.7614), (48.6009,-66.9454), leaf: 0, edge: 0
[RTREE] This is node 230 at depth: 10, the bounding box is (-60.649,-12.6068), (45.5194,27.2084), leaf: 0, edge: 1
[RTREE] This is node 342 at depth: 9, the bounding box is (-60.649,-12.6068), (45.5194,27.2084), leaf: 1, edge: 0
[RTREE] This is node 188 at depth: 10, the bounding box is (-55.5987,-27.7962), (45.3177,58.7552), leaf: 0, edge: 1
[RTREE] This is node 429 at depth: 9, the bounding box is (-55.5987,-27.7962), (45.3177,58.7552), leaf: 1, edge: 0
[RTREE] This is node 442 at depth: 8, the bounding box is (-60.649,-27.7962), (45.5194,58.7552), leaf: 0, edge: 0
[RTREE] This is node 218 at depth: 10, the bounding box is (-85.4425,-56.458), (32.9459,-17.0961), leaf: 0, edge: 1
[RTREE] This is node 142 at depth: 10, the bounding box is (-92.6631,-74.9059), (37.9566,13.6242), leaf: 0, edge: 1
[RTREE] This is node 463 at depth: 10, the bounding box is (-74.4102,-72.6163), (-63.3066,-32.9842), leaf: 0, edge: 1
[RTREE] This is node 484 at depth: 10, the bounding box is (-87.0401,-65.3395), (-13.4704,-23.8043), leaf: 0, edge: 1
[RTREE] This is node 433 at depth: 9, the bounding box is (-92.6631,-74.9059), (37.9566,13.6242), leaf: 1, edge: 0
[RTREE] This is node 416 at depth: 10, the bounding box is (-88.0385,-56.0475), (42.5635,95.4633), leaf: 0, edge: 1
[RTREE] This is node 341 at depth: 10, the bounding box is (-86.9504,-81.4532), (12.876,69.1579), leaf: 0, edge: 1
[RTREE] This is node 428 at depth: 10, the bounding box is (-59.1237,49.8189), (-51.5856,64.6061), leaf: 0, edge: 1
[RTREE] This is node 444 at depth: 10, the bounding box is (-37.1679,-37.2234), (33.4553,94.3911), leaf: 0, edge: 1
[RTREE] This is node 450 at depth: 10, the bounding box is (-68.7885,-53.3889), (-11.6937,39.2281), leaf: 0, edge: 1
[RTREE] This is node 201 at depth: 9, the bounding box is (-88.0385,-81.4532), (42.5635,95.4633), leaf: 1, edge: 0
[RTREE] This is node 432 at depth: 10, the bounding box is (-58.8522,-93.0306), (7.11021,19.0717), leaf: 0, edge: 1
[RTREE] This is node 174 at depth: 10, the bounding box is (-89.0215,-71.6763), (-8.87361,13.9469), leaf: 0, edge: 1
[RTREE] This is node 215 at depth: 10, the bounding box is (-14.7565,-75.1285), (26.0614,4.11184), leaf: 0, edge: 1
[RTREE] This is node 427 at depth: 10, the bounding box is (-93.4375,-87.3364), (-26.7943,6.94996), leaf: 0, edge: 1
[RTREE] This is node 190 at depth: 9, the bounding box is (-93.4375,-93.0306), (26.0614,19.0717), leaf: 1, edge: 0
[RTREE] This is node 234 at depth: 10, the bounding box is (-78.8863,-58.938), (46.8037,-22.9053), leaf: 0, edge: 1
[RTREE] This is node 423 at depth: 10, the bounding box is (-57.611,-81.5218), (31.559,-53.1718), leaf: 0, edge: 1
[RTREE] This is node 441 at depth: 9, the bounding box is (-78.8863,-81.5218), (46.8037,-22.9053), leaf: 1, edge: 0
[RTREE] This is node 440 at depth: 10, the bounding box is (-49.0782,-37.1135), (14.535,83.7113), leaf: 0, edge: 1
[RTREE] This is node 451 at depth: 9, the bounding box is (-49.0782,-37.1135), (14.535,83.7113), leaf: 1, edge: 0
[RTREE] This is node 51 at depth: 8, the bounding box is (-93.4375,-93.0306), (46.8037,95.4633), leaf: 0, edge: 0
[RTREE] This is node 214 at depth: 10, the bounding box is (-80.3056,-12.1547), (-11.133,94.6125), leaf: 0, edge: 1
[RTREE] This is node 243 at depth: 10, the bounding box is (-70.9302,-2.25152), (0.00618929,85.7777), leaf: 0, edge: 1
[RTREE] This is node 368 at depth: 10, the bounding box is (-27.4248,40.2382), (-27.1141,89.0629), leaf: 0, edge: 1
[RTREE] This is node 247 at depth: 9, the bounding box is (-80.3056,-12.1547), (0.00618929,94.6125), leaf: 1, edge: 0
[RTREE] This is node 31 at depth: 10, the bounding box is (-75.5843,-48.0449), (10.6763,17.9336), leaf: 0, edge: 1
[RTREE] This is node 238 at depth: 9, the bounding box is (-75.5843,-48.0449), (10.6763,17.9336), leaf: 1, edge: 0
[RTREE] This is node 123 at depth: 10, the bounding box is (-45.4605,-48.5995), (0.192203,87.3606), leaf: 0, edge: 1
[RTREE] This is node 232 at depth: 10, the bounding box is (-50.6576,-36.1002), (8.11607,77.5717), leaf: 0, edge: 1
[RTREE] This is node 263 at depth: 10, the bounding box is (-46.7257,-12.2283), (-30.7618,32.5982), leaf: 0, edge: 1
[RTREE] This is node 365 at depth: 10, the bounding box is (-48.8635,70.9165), (-29.0091,80.5849), leaf: 0, edge: 1
[RTREE] This is node 17 at depth: 9, the bounding box is (-50.6576,-48.5995), (8.11607,87.3606), leaf: 1, edge: 0
[RTREE] This is node 246 at depth: 10, the bounding box is (-53.9466,-50.1575), (-18.4053,-32.8329), leaf: 0, edge: 1
[RTREE] This is node 264 at depth: 9, the bounding box is (-53.9466,-50.1575), (-18.4053,-32.8329), leaf: 1, edge: 0
[RTREE] This is node 256 at depth: 10, the bounding box is (-56.181,-24.5189), (-20.6762,38.4091), leaf: 0, edge: 1
[RTREE] This is node 231 at depth: 10, the bounding box is (-60.5881,-29.396), (-14.2285,55.9487), leaf: 0, edge: 1
[RTREE] This is node 366 at depth: 9, the bounding box is (-60.5881,-29.396), (-14.2285,55.9487), leaf: 1, edge: 0
[RTREE] This is node 173 at depth: 8, the bounding box is (-80.3056,-50.1575), (10.6763,94.6125), leaf: 0, edge: 0
[RTREE] This is node 216 at depth: 10, the bounding box is (-68.7469,52.0188), (41.8737,58.5631), leaf: 0, edge: 1
[RTREE] This is node 222 at depth: 9, the bounding box is (-68.7469,52.0188), (41.8737,58.5631), leaf: 1, edge: 0
[RTREE] This is node 89 at depth: 10, the bounding box is (-79.4535,13.1326), (32.1069,65.0429), leaf: 0, edge: 1
[RTREE] This is node 94 at depth: 10, the bounding box is (-79.51,-47.4671), (29.9159,69.2395), leaf: 0, edge: 1
[RTREE] This is node 131 at depth: 10, the bounding box is (-12.8625,34.8555), (15.695,46.5206), leaf: 0, edge: 1
[RTREE] This is node 144 at depth: 10, the bounding box is (-77.7846,-45.8059), (-22.958,-13.2094), leaf: 0, edge: 1
[RTREE] This is node 145 at depth: 10, the bounding box is (-20.3329,23.0532), (-14.1144,23.9442), leaf: 0, edge: 1
[RTREE] This is node 101 at depth: 9, the bounding box is (-79.51,-47.4671), (32.1069,69.2395), leaf: 1, edge: 0
[RTREE] This is node 236 at depth: 8, the bounding box is (-79.51,-47.4671), (41.8737,69.2395), leaf: 0, edge: 0
[RTREE] This is node 322 at depth: 10, the bounding box is (-92.7708,-54.1926), (-79.5859,58.7934), leaf: 0, edge: 1
[RTREE] This is node 417 at depth: 9, the bounding box is (-92.7708,-54.1926), (-79.5859,58.7934), leaf: 1, edge: 0
[RTREE] This is node 261 at depth: 10, the bounding box is (-93.665,19.3714), (-3.99449,72.1914), leaf: 0, edge: 1
[RTREE] This is node 271 at depth: 9, the bounding box is (-93.665,19.3714), (-3.99449,72.1914), leaf: 1, edge: 0
[RTREE] This is node 425 at depth: 8, the bounding box is (-93.665,-54.1926), (-3.99449,72.1914), leaf: 0, edge: 0
[RTREE] This is node 228 at depth: 7, the bounding box is (-93.665,-93.0306), (46.8037,95.4633), leaf: 0, edge: 0
[RTREE] This is node 249 at depth: 10, the bounding box is (-9.09546,-71.6016), (44.2617,26.8707), leaf: 0, edge: 1
[RTREE] This is node 431 at depth: 10, the bounding box is (13.3231,-50.3877), (30.996,8.32363), leaf: 0, edge: 1
[RTREE] This is node 424 at depth: 9, the bounding box is (-9.09546,-71.6016), (44.2617,26.8707), leaf: 1, edge: 0
[RTREE] This is node 434 at depth: 8, the bounding box is (-9.09546,-71.6016), (44.2617,26.8707), leaf: 0, edge: 0
[RTREE] This is node 443 at depth: 7, the bounding box is (-9.09546,-71.6016), (44.2617,26.8707), leaf: 0, edge: 0
[RTREE] This is node 436 at depth: 6, the bounding box is (-93.665,-93.0306), (48.6009,95.4633), leaf: 0, edge: 0
[RTREE] This is node 756 at depth: 10, the bounding box is (0.0486816,-71.4668), (53.9734,91.1859), leaf: 0, edge: 1
[RTREE] This is node 763 at depth: 9, the bounding box is (0.0486816,-71.4668), (53.9734,91.1859), leaf: 1, edge: 0
[RTREE] This is node 1379 at depth: 8, the bounding box is (0.0486816,-71.4668), (53.9734,91.1859), leaf: 0, edge: 0
[RTREE] This is node 1807 at depth: 7, the bounding box is (0.0486816,-71.4668), (53.9734,91.1859), leaf: 0, edge: 0
[RTREE] This is node 1818 at depth: 6, the bounding box is (0.0486816,-71.4668), (53.9734,91.1859), leaf: 0, edge: 0
[RTREE] This is node 170 at depth: 5, the bounding box is (-97.7212,-98.6519), (98.0755,95.4633), leaf: 0, edge: 0
[RTREE] This is node 639 at depth: 10, the bounding box is (-87.0333,-26.1031), (87.1719,-10.6956), leaf: 0, edge: 1
[RTREE] This is node 629 at depth: 10, the bounding box is (-23.6623,-78.9891), (12.597,-61.837), leaf: 0, edge: 1
[RTREE] This is node 723 at depth: 10, the bounding box is (-53.3735,-77.3861), (-5.08465,-56.8472), leaf: 0, edge: 1
[RTREE] This is node 770 at depth: 10, the bounding box is (-10.4498,-71.8473), (16.8422,-41.6873), leaf: 0, edge: 1
[RTREE] This is node 1790 at depth: 10, the bounding box is (77.7104,-73.2845), (85.702,-48.0399), leaf: 0, edge: 1
[RTREE] This is node 689 at depth: 9, the bounding box is (-87.0333,-78.9891), (87.1719,-10.6956), leaf: 1, edge: 0
[RTREE] This is node 718 at depth: 8, the bounding box is (-87.0333,-78.9891), (87.1719,-10.6956), leaf: 0, edge: 0
[RTREE] This is node 776 at depth: 7, the bounding box is (-87.0333,-78.9891), (87.1719,-10.6956), leaf: 0, edge: 0
[RTREE] This is node 1337 at depth: 6, the bounding box is (-87.0333,-78.9891), (87.1719,-10.6956), leaf: 0, edge: 0
[RTREE] This is node 1809 at depth: 5, the bounding box is (-87.0333,-78.9891), (87.1719,-10.6956), leaf: 0, edge: 0
[RTREE] This is node 627 at depth: 10, the bounding box is (-92.2171,-99.3045), (14.2316,25.4174), leaf: 0, edge: 1
[RTREE] This is node 618 at depth: 10, the bounding box is (3.16557,-86.2851), (13.6843,-16.5177), leaf: 0, edge: 1
[RTREE] This is node 1300 at depth: 10, the bounding box is (-24.023,8.98212), (-7.7208,19.7134), leaf: 0, edge: 1
[RTREE] This is node 1309 at depth: 10, the bounding box is (-67.5168,-82.5911), (13.7566,23.7514), leaf: 0, edge: 1
[RTREE] This is node 630 at depth: 9, the bounding box is (-92.2171,-99.3045), (14.2316,25.4174), leaf: 1, edge: 0
[RTREE] This is node 641 at depth: 8, the bounding box is (-92.2171,-99.3045), (14.2316,25.4174), leaf: 0, edge: 0
[RTREE] This is node 740 at depth: 7, the bounding box is (-92.2171,-99.3045), (14.2316,25.4174), leaf: 0, edge: 0
[RTREE] This is node 1586 at depth: 6, the bounding box is (-92.2171,-99.3045), (14.2316,25.4174), leaf: 0, edge: 0
[RTREE] This is node 1819 at depth: 5, the bounding box is (-92.2171,-99.3045), (14.2316,25.4174), leaf: 0, edge: 0
[RTREE] This is node 875 at depth: 10, the bounding box is (-15.0217,-98.7723), (81.9367,-88.4951), leaf: 0, edge: 1
[RTREE] This is node 1123 at depth: 9, the bounding box is (-15.0217,-98.7723), (81.9367,-88.4951), leaf: 1, edge: 0
[RTREE] This is node 1312 at depth: 8, the bounding box is (-15.0217,-98.7723), (81.9367,-88.4951), leaf: 0, edge: 0
[RTREE] This is node 674 at depth: 10, the bounding box is (-76.7896,-39.4589), (91.7485,9.18698), leaf: 0, edge: 1
[RTREE] This is node 744 at depth: 9, the bounding box is (-76.7896,-39.4589), (91.7485,9.18698), leaf: 1, edge: 0
[RTREE] This is node 743 at depth: 10, the bounding box is (-36.757,-60.5771), (34.0009,-33.6065), leaf: 0, edge: 1
[RTREE] This is node 757 at depth: 9, the bounding box is (-36.757,-60.5771), (34.0009,-33.6065), leaf: 1, edge: 0
[RTREE] This is node 1352 at depth: 8, the bounding box is (-76.7896,-60.5771), (91.7485,9.18698), leaf: 0, edge: 0
[RTREE] This is node 1380 at depth: 7, the bounding box is (-76.7896,-98.7723), (91.7485,9.18698), leaf: 0, edge: 0
[RTREE] This is node 345 at depth: 10, the bounding box is (-58.7943,-88.0747), (60.5505,-26.5491), leaf: 0, edge: 1
[RTREE] This is node 361 at depth: 10, the bounding box is (-48.3785,-40.0706), (-0.621063,-32.2932), leaf: 0, edge: 1
[RTREE] This is node 372 at depth: 9, the bounding box is (-58.7943,-88.0747), (60.5505,-26.5491), leaf: 1, edge: 0
[RTREE] This is node 1194 at depth: 10, the bounding box is (-88.6322,-99.6156), (37.0399,-24.3219), leaf: 0, edge: 1
[RTREE] This is node 1139 at depth: 10, the bounding box is (-90.101,-98.9203), (76.0224,13.9166), leaf: 0, edge: 1
[RTREE] This is node 1322 at depth: 9, the bounding box is (-90.101,-99.6156), (76.0224,13.9166), leaf: 1, edge: 0
[RTREE] This is node 1584 at depth: 8, the bounding box is (-90.101,-99.6156), (76.0224,13.9166), leaf: 0, edge: 0
[RTREE] This is node 1327 at depth: 10, the bounding box is (-21.6816,24.3965), (85.5345,38.7208), leaf: 0, edge: 1
[RTREE] This is node 1321 at depth: 10, the bounding box is (-69.4282,-11.154), (83.0076,46.9301), leaf: 0, edge: 1
[RTREE] This is node 1832 at depth: 10, the bounding box is (14.962,26.2636), (31.2672,30.2375), leaf: 0, edge: 1
[RTREE] This is node 1583 at depth: 9, the bounding box is (-69.4282,-11.154), (85.5345,46.9301), leaf: 1, edge: 0
[RTREE] This is node 1120 at depth: 10, the bounding box is (-83.1291,-98.62), (70.8801,58.4456), leaf: 0, edge: 1
[RTREE] This is node 1647 at depth: 10, the bounding box is (-77.306,-98.904), (81.7624,30.2537), leaf: 0, edge: 1
[RTREE] This is node 1803 at depth: 10, the bounding box is (-65.9121,-30.1851), (84.9339,62.6444), leaf: 0, edge: 1
[RTREE] This is node 1823 at depth: 10, the bounding box is (-78.0868,-3.39188), (58.8466,60.139), leaf: 0, edge: 1
[RTREE] This is node 1824 at depth: 10, the bounding box is (-88.2101,-62.6948), (75.2779,60.2118), leaf: 0, edge: 1
